logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,線形状情報数,ライン型地物ID,3D地物属性オプションフラグ,Type,形状要素点数,緯度[deg],経度[deg],高さ[m]
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,29,36.23438906768206,139.57451086015777,62.43
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,29,36.23439208516721,139.57451018960552,62.43
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,29,36.23439275571946,139.57450851322488,62.42
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,29,36.23444103548174,139.57452058316545,62.36
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,29,36.23444170603399,139.574524606479,62.38
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,29,36.23444505879526,139.57452628285964,62.38
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,29,36.23447657475119,139.5745346647628,62.36
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,29,36.23448797413951,139.57453768224795,62.35
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.23393577435844,139.5745557871588,63.17
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.23398606577748,139.57456886292775,63.12
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.234056138488015,139.57458864421923,63.05
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.23406753787633,139.5745893147715,63.05
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.234107100459305,139.5745993730553,63.01
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.23416074463962,139.57461345465262,62.97
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.23420198360323,139.5746245187648,62.95
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.23424087563396,139.57463491232474,62.91
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.234293178709756,139.57464832336984,62.87
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.234347158166194,139.57466206969104,62.82
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.234394432100096,139.57467380435548,62.79
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.23443533578758,139.57468486846767,62.76
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013870193994e+18,0,0,13,36.234455787631326,139.5746902328857,62.74
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,20,0,7,36.23394348570936,139.57451018960552,63.06
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,20,0,7,36.23401456424827,139.57452896506865,63.01
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,20,0,7,36.2341181645715,139.57455645771105,62.92
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,20,0,7,36.23418924311041,139.57457489789803,62.86
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,20,0,7,36.23429787257553,139.57460373164494,62.78
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,20,0,7,36.2343645925248,139.57462016017516,62.72
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,20,0,7,36.23446383425837,139.57464597643693,62.64
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.23393678018682,139.5745494169124,63.15
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.23395387926929,139.57455377550204,63.14
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.23399645933742,139.57456517489035,63.1
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.23404339799519,139.57457758010705,63.06
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.23408765444395,139.5745893147715,63.03
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.234135598930095,139.57460138471205,62.99
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.234180861207236,139.5746131193765,62.95
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.234226458760496,139.5746255245932,62.92
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.23427339741827,139.574638265086,62.88
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.234318659695404,139.5746489939221,62.85
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.23436559835318,139.57466106386266,62.8
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.234399461242,139.57467078687034,62.78
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.23443500051145,139.57468050987802,62.75
5815,0x3fbba,False,285,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.23445679345971,139.57468553901992,62.74
43208,0x3fbfa,False,292,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.233956896754435,139.57442972333507,62.92
43208,0x3fbfa,False,292,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.233982377740084,139.57443676413374,62.9
43208,0x3fbfa,False,292,2373538,2379470,7,6,1.7488013864825285e+18,4,0,14,36.23402596363659,139.57444816352205,62.86
